Bron: Thumbs up?,Titel resultaat,Ranking,Link/resultaat,"Query ",Relevant?,vrije tags page,Bronnen DB,Bron: Inst/Bedrijf,Toegankelijkheid doelgroep (indruk),Soort Resultaat,Bron: Vrije labels,Bron: Commerciality,Bron: Sector,Q: soort,Bron: reclame,Opmerking,Q: Ranking vrije labels,Bron: doel,Bron: Trackers,OnderzoekNr,Related to Bronnen DB test (Resultaten DB),Bronnen: URL domein,Query: Video Schooltv,Created by,Bron-Status,Created time,Bron: Onderwerp
Ja,Volgorde punt - aanhalingsteken - Taaladvies.net,6,https://taaladvies.net/volgorde-punt-aanhalingsteken/,wat is een begin aanhaling (https://www.notion.so/wat-is-een-begin-aanhaling-6329aefd56cf4f23aaea6fd231d6bcae?pvs=21),relevant,,taaladvies.net (https://www.notion.so/taaladvies-net-dca1793b028f4f299d9047302c0a0078?pvs=21),"Samenwerking van Taalunie, Instituut voor de Nederlandse Taal, Team Taaladvies, Onze taal",redelijk_begrijpelijk,informatief,"informatie_primair_doel,onderwijscontent,samenwerkingsproject",not_for_profit,Federatieve instelling/unie,Vragen,no_ads,,,"kennisbank/centrum +,kwaliteitsinformatie-div",1,1,,https://taaladvies.net/,-,Maarten Sprenger,Almost completed,"December 14, 2023 7:06 PM",
Twijfel,Stamboom | Stambomen uitzoeken van Families en Achternamen in Nederland,6,https://www.stamboom.org/#switch2,waar komt de naam Romen van (https://www.notion.so/waar-komt-de-naam-Romen-van-626decfebd924478881e2a0024323854?pvs=21),relevant,,stamboom.org (https://www.notion.so/stamboom-org-601b54ad714744a6b3b8f8649b68884a?pvs=21),Stamboom.org ??,complex,informatief,log_in (geheel/gedeeltelijk),commercieel,Online-bedrijven,Vragen,no_ads,,,informatieproduct div. commercieel,2,1,,https://www.stamboom.org,"1..3, 5, 7",Maarten Sprenger,Needs deeper research,"December 14, 2023 6:52 PM",
Just-in-case,Pepernoten bakken recept | 24Kitchen,6,https://www.24kitchen.nl/recepten/pepernoten-bakken,pepernooten recept (https://www.notion.so/pepernooten-recept-5f752ea3faea4840addc73c22757639a?pvs=21),relevant,,24kitchen.nl (https://www.notion.so/24kitchen-nl-b029440179174521935766db4a6ec706?pvs=21),The Walt Disney Family of Companies,redelijk_begrijpelijk,informatief,"entertainment,infotainment,promotioneel",commercieel,Entertainment-industrie,2 of meer woorden,"company_promotion,limited_ads,sluikreclame - todo",,,"entertainment,informatieproduct div. commercieel",17,1,,https://www.24kitchen.nl,- (1 x klokhuis),Maarten Sprenger,Done,"December 14, 2023 6:36 PM",
Just-in-case,"914.256 vulkaan afbeeldingen, stockfoto‘s, 3D-objecten en vectoren | Shutterstock",6,https://www.shutterstock.com/nl/search/vulkaan?consentChanged=true,plaatjes van vulkaan (https://www.notion.so/plaatjes-van-vulkaan-5d90ae9a93384e95a19994c43e348d45?pvs=21),relevant,,shutterstock.com (https://www.notion.so/shutterstock-com-8563228d7d074040b7d8eeadcc9bdfda?pvs=21),"Shutterstock, Inc.",eenvoudig,transactional,beeldbank,commercieel,Online-bedrijven,2 of meer woorden,company_promotion,,,informatieproduct div. commercieel,17,1,,https://www.shutterstock.com,-,Maarten Sprenger,Done,"December 14, 2023 6:06 PM",
Ja,Informatie over de giraf | IFAW,6,https://www.ifaw.org/nl/dieren/giraf,waar leven giraffen (https://www.notion.so/waar-leven-giraffen-5cf76a29daaa460b850a0458980022e1?pvs=21),relevant,,ifaw.org (https://www.notion.so/ifaw-org-13f09d8715834f64b6a24bfb83cfc428?pvs=21),International Fund for Animal Welfare,redelijk_begrijpelijk,informatief,,not_for_profit,NGO/Goede doelen site,Vragen,company_promotion,,,informatie in het kader van goed doel,9,1,,https://www.ifaw.org,"1, 3",Maarten Sprenger,Almost completed,"December 14, 2023 5:17 PM",
Ja,Toerisme | Spiere-helkijn,6,https://www.spiere-helkijn.be/dienst/toerisme,spiere (https://www.notion.so/spiere-3dec73a148c846c3a209a95df161f7a9?pvs=21),relevant,,spiere-helkijn.be (https://www.notion.so/spiere-helkijn-be-36dc8c16bdbc4b48b9432bd2081742d7?pvs=21),Gemeente Spiere-Helkijn,redelijk_begrijpelijk,informatief,"informatie_primair_doel,overheidsinfo (of i.o.v.)",not_for_profit,Overheid (of i.o.v.),Eén woord,no_ads,,,"overheidsinformatie (overige),overheidsinformatie (wetten/regels)",2,1,,https://www.spiere-helkijn.be/,-,Maarten Sprenger,Done,"December 14, 2023 4:54 PM",
Ja,"Een taal centraal, Alfa-Nieuws. Jaargang 4 - DBNL",6,https://www.dbnl.org/tekst/_alf001200101_01/_alf001200101_01_0022.php,welke stammen zijn er in sierra leone (https://www.notion.so/welke-stammen-zijn-er-in-sierra-leone-58bf738f4d8d4516ae99b3c867324f93?pvs=21),relevant,,dbnl.org (https://www.notion.so/dbnl-org-72ccb820ad504be3b5bc5dc28ddf22e3?pvs=21),Digitale Bibliotheek voor de Nederlandse Letteren,complex,informatief,"archief/databank (2/24),kennisbank/centrum,woordenboek",not_for_profit,Federatieve instelling/unie,Vragen,no_ads,,,kennisbank/centrum +,2,1,,https://www.dbnl.org,-,Maarten Sprenger,Done,"December 14, 2023 3:05 PM",
Nee,Piramide van Cheops | Dit moet je weten - http://Reis-Expert.nl 1,6,https://www.reis-expert.nl/afrika/egypte/bezienswaardigheden-egypte/piramide-van-cheops/,belangrijkste piramide (https://www.notion.so/belangrijkste-piramide-558862a6e95a4e1ca0feca88f0a08949?pvs=21),relevant,,reis-expert.nl  (https://www.notion.so/reis-expert-nl-2c0092b8007944099bfaffddeb8f1667?pvs=21),Reis-expert - Sjoerd en Ties,nvt,informatief,"bedrijfsinfo/uithangbord,promotioneel,webshop",commercieel,Reisorganisaties,2 of meer woorden,"company_promotion,limited_ads",,,webshop/winkel+promotioneel deel,7,1,,https://www.reis-expert.nl,2,Maarten Sprenger,Needs peer-review,"December 14, 2023 2:36 PM",
Just-in-case,trilling - Google Zoeken videos,6,https://www.google.nl/search?sca_esv=590892788&tbm=vid&q=trilling&sa=X&ved=2ahUKEwiRpYa5gI-DAxWMh_0HHTjCB2oQ8ccDegQIZxAH,trilling (https://www.notion.so/trilling-4e379957ae6d409e9c5ae4d64e941c0a?pvs=21),relevant,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,Eén woord,many_ads,,,informatieproduct div. commercieel,13,1,,https://www.google.com/,-,Maarten Sprenger,Almost completed,"December 14, 2023 2:18 PM",
Just-in-case,kindermotors - Google Zoeken plaatsen,6,"https://www.google.nl/search?sca_esv=590880697&tbs=lf:1,lf_ui:10&tbm=lcl&q=kindermotors&rflfq=1&num=10&sa=X&ved=2ahUKEwj9-sb4-46DAxVygP0HHaWLCJcQjGp6BAhFEAE#rlfi=hd:;si:;mv:[[52.07772000000001,6.408397099999999],[51.470102,4.1693712]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u2!2m2!2m1!1e1!2m1!1e2!2m1!1e3!3sIAE,lf:1,lf_ui:10",kindermotors (https://www.notion.so/kindermotors-4bbda4a3433f4ec09655bab8d8352779?pvs=21),misschien,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,Eén woord,many_ads,,(Bijna) alleen shops op de query,informatieproduct div. commercieel,13,1,,https://www.google.com/,-,Maarten Sprenger,Almost completed,"December 14, 2023 1:57 PM",
Nee,Alle telefoons met abonnement in een overzicht | Odido,6,https://www.odido.nl/shop/alle-telefoons?ch=es&cc=con&sc=acq,telefoon (https://www.notion.so/telefoon-45535dd2e1ad4c1bb92912bcffbd8109?pvs=21),misschien,webshop_result_page,odido.nl (https://www.notion.so/odido-nl-6ce6d89243bc4de69444919617862a79?pvs=21),Odido,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,,webshop/winkel+promotioneel deel,5,1,,https://www.odido.nl/,-,Maarten Sprenger,Done,"December 14, 2023 1:28 PM",
Nee,"Paard van 1,70 m gewond in Drenthe, wolf grote verdachte - Horses",6,https://www.horses.nl/overig-nieuws/wolf/paard-van-170-m-gewond-in-drenthe-wolf-grote-verdachte/,paard hond en wolf (https://www.notion.so/paard-hond-en-wolf-423e179cb1c14b5389fdf91bd7305a2c?pvs=21),relevant,,horses.nl (https://www.notion.so/horses-nl-138b376b733947f0a167c0474128d70c?pvs=21),Horses / Eisma Horsesmedia,redelijk_begrijpelijk,informatief,"link/reclamevehikel,nieuws,paywall (geheel/gedeeltelijk),webshop",commercieel,Uitgevers (div. commercieel),2 of meer woorden,"company_promotion,over_the_top_ads",,,informatieproduct div. commercieel,18,1,,https://www.horses.nl/,-,Maarten Sprenger,Done,"December 14, 2023 12:45 PM",dieren
Nee,Kleding | De Vkingen,6,https://vikingen.jouwweb.nl/kleding,kleren van vikingen (https://www.notion.so/kleren-van-vikingen-55358f1560a94de5b2c5aa837d036d10?pvs=21),relevant,,vikingen.jouwweb.nl (https://www.notion.so/vikingen-jouwweb-nl-6f222aabc6e34fd0920b2cab69ee8483?pvs=21),onbekend,redelijk_begrijpelijk,informatief,"informatie_primair_doel,oud/verouderd",not_for_profit,Individuele personen div,2 of meer woorden,no_ads,,(Bijna) alleen shops op de query,informatieproduct onderwijs/div. non-comm.,1,1,,https://vikingen.jouwweb.nl/,-,Maarten Sprenger,Almost completed,"December 14, 2023 12:04 PM",geschiedenis
Nee,Viking Kleding morgen nodig? Tot 23:45u | Feestkleding 365,6,https://www.feestkleding365.nl/viking-kleding/,kleren van vikingen (https://www.notion.so/kleren-van-vikingen-55358f1560a94de5b2c5aa837d036d10?pvs=21),misschien,webshop_result_page,feestkleding365.nl (https://www.notion.so/feestkleding365-nl-91f814ac372b49359030647560670bc3?pvs=21),Feestkleding 365,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,2 of meer woorden,company_promotion,,(Bijna) alleen shops op de query,alleen webshop,6,1,,https://www.feestkleding365.nl/,-,Maarten Sprenger,Done,"December 14, 2023 12:04 PM",
Just-in-case,De natuur roept - Ouwehands Dierenpark,6,https://www.ouwehand.nl/,Dierentuin (https://www.notion.so/Dierentuin-401b0f0781a449d9a81d3fff3865216f?pvs=21),relevant,homepage,ouwehand.nl (https://www.notion.so/ouwehand-nl-c6e07a940b8a48d3906b9ebba2b7037e?pvs=21),Ouwehands Dierenpark,redelijk_begrijpelijk,informatief,"(product)informatie ihkv verkoop/bezoek,bedrijfsinfo/uithangbord,kinder/jeugdsectie,promotioneel",commercieel,Dierentuinen (stichting/bedrijf),Eén woord,company_promotion,,,product-/bedrijfsinfo + uithangbord,2,1,,https://www.ouwehand.nl/,"4, ",Carsten Schnober,Done,"November 26, 2023 2:29 PM",
Ja,Voortplanten: doe je het samen of alleen? | Natuurwijzer,6,https://natuurwijzer.naturalis.nl/leerobjecten/voortplanten-doe-je-het-samen-of-alleen,voortplanting (https://www.notion.so/voortplanting-2b152c7844bd4d288ef86d2f16b5cc6f?pvs=21),relevant,,naturalis.nl (https://www.notion.so/naturalis-nl-1b156fbe6d0a4f36aa1aedd0a199cf03?pvs=21),Naturalis Biodiversity Center,redelijk_begrijpelijk,informatief,"kennisbank/centrum,onderwijscontent,promotioneel",not_for_profit,Musea en archieven,Eén woord,no_ads,,,"kennisbank/centrum +,kwaliteitsinfo-musea",8,1,,https://www.naturalis.nl/,9 en veel @BiologiemetJoost,Carsten Schnober,Done,"November 25, 2023 12:59 PM",dieren
Ja,rencontre - Nederlandse vertaling – Linguee woordenboek,6,https://www.linguee.nl/engels-nederlands/vertaling/rencontre.html,Rencontre (https://www.notion.so/Rencontre-4976ed403c3a41fa9b39b8d46c26cff6?pvs=21),relevant,,linguee.nl (https://www.notion.so/linguee-nl-4b9a6613119542c5b395955d30a36e51?pvs=21),"DeepL SE, Jaroslaw Kutylowski",complex,informatief,"vertaalsite,woordenboek",commercieel,Uitgevers (div. commercieel),Eén woord,"company_promotion,many_ads",,,informatieproduct div. commercieel,2,1,,https://www.linguee.nl/,-,Maarten Sprenger,Done,"November 6, 2023 11:42 AM",
Nee,Dit zijn de hipste babynamen voor 2023,6,https://www.prettyorange.be/namen/dit-zijn-de-hipste-babynamen,populairenamen (https://www.notion.so/populairenamen-304f6b8f148a4d289d5106f01f9ee3f2?pvs=21),relevant,,prettyorange.be (https://www.notion.so/prettyorange-be-6edbd49aa92d4589ab95b7014486251d?pvs=21),Pretty Orange,eenvoudig,informatief,"bedrijfsinfo/uithangbord,promotioneel,webshop",commercieel,Winkels en bedrijven div,2 of meer woorden,company_promotion,,,alleen webshop,2,1,,https://www.prettyorange.be/,-,Maarten Sprenger,Done,"November 6, 2023 11:08 AM",
Ja,Orgaanstelsels,6,https://biologielessen.nl/index.php/dna-45/830-orgaanstelsels,Wat zijn organen (https://www.notion.so/Wat-zijn-organen-3f6f45e0c469429386dc050b33d33922?pvs=21),relevant,,biologielessen.nl (https://www.notion.so/biologielessen-nl-2edc9169f61340e8ad705f657e878037?pvs=21),"Biologielessen.nl, een idee van Boris Börger en Mark Broekhuisen",redelijk_begrijpelijk,informatief,"doelgroep VO/12+,informatie_primair_doel,kennisbank/centrum,onderwijscontent,samenwerkingsproject",not_for_profit,Leraren/Docenten,Vragen,no_ads,,,kwaliteitsinfo-onderwijs (gratis),1,1,,https://biologielessen.nl/,"4, 9",Maarten Sprenger,Done,"November 6, 2023 9:42 AM",lichaam
Nee,Beleggen in edelmetalen in 2023,6,https://admiralmarkets.com/nl/educatie/artikelen/trading-instruments/beleggen-edelmetalen,Waarom zijn edelmetalen geschrikt om geld te maken (https://www.notion.so/Waarom-zijn-edelmetalen-geschrikt-om-geld-te-maken-42b20f772f2640e39ca1771668717a1b?pvs=21),niet_relevant,,admiralmarkets.com (https://www.notion.so/admiralmarkets-com-fcc4b1a69dc446d29ef7124e40e085f3?pvs=21),,complex,informatief,"kennisbank/centrum,paywall (geheel/gedeeltelijk),promotioneel,webshop",commercieel,Online-bedrijven,Vragen,company_promotion,,,informatieproduct div. commercieel,11,1,,https://admiralmarkets.com/,-,Maarten Sprenger,Done,"November 4, 2023 9:29 PM",
Nee,Vogelhuisje kopen? Alle Vogelhuisjes online | bol.com,6,https://www.bol.com/nl/nl/l/vogelhuisjes/25557/,vogels huisjes (https://www.notion.so/vogels-huisjes-3948769079d9428c86a71218375f1239?pvs=21),misschien,webshop_result_page,bol.com (https://www.notion.so/bol-com-02b75689a90f44eea296e22cdd09896c?pvs=21),bol.com b.v.,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,2 of meer woorden,company_promotion,,(Bijna) alleen shops op de query,alleen webshop,6,1,,https://www.bol.com/,"8, 10",Maarten Sprenger,Done,"November 4, 2023 9:10 PM",
Ja,Bewegen en je hersenen - Tips en uitleg- Hersenstichting,6,https://www.hersenstichting.nl/de-hersenen/gezonde-hersenen/bewegen/,beweging (https://www.notion.so/beweging-2e3e1ce75cab46868d38bfe1abc3435f?pvs=21),relevant,,hersenstichting.nl (https://www.notion.so/hersenstichting-nl-debdc26b1b52405da7fa5e5577e81c7a?pvs=21),de Hersenstichting,redelijk_begrijpelijk,informatief,"kennisbank/centrum,promotioneel",not_for_profit,NGO/Goede doelen site,Eén woord,company_promotion,,,kennisbank/centrum +,2,1,,https://www.hersenstichting.nl/,-,Maarten Sprenger,Almost completed,"November 4, 2023 8:38 PM",gezondheid
Ja,CBG | Centrum voor familiegeschiedenis,6,https://cbg.nl/,stamboom  familie (https://www.notion.so/stamboom-familie-2e574be5dd484af494bcac5a627dc7f5?pvs=21),relevant,homepage,cbg.nl (https://www.notion.so/cbg-nl-20dece698b8c4e7ba3e2e2832b99592e?pvs=21),CBG|Centrum,complex,navigational,"informatie_primair_doel,kennisbank/centrum",not_for_profit,Onafhankelijk Kennis- en adviescentrum,2 of meer woorden,no_ads,,,kennisbank/centrum +,3,1,,https://cbg.nl/,- (1 x klokhuis:8),Maarten Sprenger,Done,"November 4, 2023 7:14 PM",
Nee,Dikke Geile Tieten Borsten Blote Vrouwen Meiden Amateur Naakt,6,https://iedereennaakt.nl/geile/blote-borsten/,echte naakte vrouw (https://www.notion.so/echte-naakte-vrouw-53bf267840d548d28a0219c92dcac643?pvs=21),misschien,,iedereennaakt.nl (https://www.notion.so/iedereennaakt-nl-b0abf367479a4901950913bcfcecb2a8?pvs=21),,nvt,navigational,porno,commercieel,Online-bedrijven,2 of meer woorden,"company_promotion,limited_ads",,,entertainment,7,1,,https://iedereennaakt.nl/,-,Maarten Sprenger,Done,"November 4, 2023 6:45 PM",
Ja,Zebrahaaien - Wikipedia,6,https://nl.wikipedia.org/wiki/Zebrahaaien,zebrahaai (https://www.notion.so/zebrahaai-2c098929e5a24bb2be75febf68ad1727?pvs=21),niet_relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,nvt,navigational,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Eén woord,no_ads,,Weinig bruikbaar v deze query,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,-,Maarten Sprenger,Done,"November 4, 2023 4:53 PM",
Nee,"krant De schoolkrant is terug! Vrijdag 21 december 2018 De plezantste krant Hij is een paar jaar weggeweest, maar sinds - PDF Gratis download",6,https://docplayer.nl/129339563-Krant-de-schoolkrant-is-terug-vrijdag-21-december-2018-de-plezantste-krant-hij-is-een-paar-jaar-weggeweest-maar-sinds.html,juf hanne de leerboom (https://www.notion.so/juf-hanne-de-leerboom-acd01233f0324705ad1ddb3cb65126ce?pvs=21),relevant,,docplayer.nl (https://www.notion.so/docplayer-nl-29cf7f0c2f1a4bd79c801c362a904de5?pvs=21),Vladimir Nesterenko,complex,informatief,link/reclamevehikel,ultra_commercieel,Online-bedrijven,Named entity,over_the_top_ads,,,aggregator/contentfarm,3,1,,https://docplayer.nl/,-,Maarten Sprenger,Done,"November 4, 2023 4:15 PM",
Ja,Wetenschapsschool: natuurkunde voor de middelbare school,6,https://www.wetenschapsschool.nl/new_chapters/scheikunde_ch5.html,elektronen (https://www.notion.so/elektronen-26275a54828443e3b94ed11f9998f25a?pvs=21),relevant,,wetenschapsschool.nl (https://www.notion.so/wetenschapsschool-nl-75814d4c0e7b458681e4f6b29d9fec04?pvs=21),Stephan P. Dinkgreve - Natuurkunde voor de Middelbare School - Wetenschapsschool.nl opgezocht: https://www.linkedin.com/in/stephandinkgreve/,complex,informatief,"about-voorbeeld,doelgroep VO/12+,informatie_primair_doel,onderwijscontent",commercieel,Leraren/Docenten,Eén woord,no_ads,,,"kwaliteitsinfo-onderwijs (gratis),onderwijscontent (betaald)",11,1,,https://www.wetenschapsschool.nl/,-,Maarten Sprenger,Done,"November 4, 2023 3:15 PM",
Ja,10 uitvindingen die het huishouden veranderden | historianet.nl,6,https://historianet.nl/techniek/uitvindingen/10-uitvindingen-die-het-huishouden-veranderden,Uitvindingen       naam (https://www.notion.so/Uitvindingen-naam-240377982641466f8da652aa8cb49f58?pvs=21),relevant,,historianet.nl (https://www.notion.so/historianet-nl-d4ad12c56b334356befa2173fac8f43a?pvs=21),Bonnier Publications International AS (Noorwegen)  - Groot oud familiebedrijf; heeft ook een flink aantal tijdschriften van Time Inc overgenomen in 2007. https://en.wikipedia.org/wiki/Bonnier_Group,redelijk_begrijpelijk,informatief,"abo-print,about-voorbeeld,infinite_scroll,log_in (geheel/gedeeltelijk),webshop",commercieel,Uitgevers (div. commercieel),Unfinished,"company_promotion,many_ads",,,informatieproduct div. commercieel,8,1,,https://historianet.nl,"1, 5, 6",Maarten Sprenger,Needs peer-review,"November 4, 2023 2:17 PM",geschiedenis
Ja,Aanschaffen van je hond,6,https://www.houdenvanhonden.nl/kopen-verzorgen-en-opvoeden-van-je-hond/aanschaffen-van-je-hond/,een hond (https://www.notion.so/een-hond-1e9dbefcd97c4af983366ee77497d80f?pvs=21),relevant,,houdenvanhonden.nl (https://www.notion.so/houdenvanhonden-nl-4a15362d31a1498f9af700c42c12e6d3?pvs=21),"Raad van Beheer ",complex,informatief,"bedrijfsinfo/uithangbord,informatie_primair_doel,kennisbank/centrum",not_for_profit,Federatieve instelling/unie,Eén woord,no_ads,,,"informatie in het kader van goed doel,verenigingsinformatie-landelijk/lokaal",4,1,,https://www.houdenvanhonden.nl/,-,Maarten Sprenger,Done,"November 4, 2023 1:37 PM",dieren
Ja,Trans-Atlantische slavenhandel - Wikipedia,6,https://nl.wikipedia.org/wiki/Trans-Atlantische_slavenhandel,Slavenhandel (https://www.notion.so/Slavenhandel-1b98130630dc4e4996434f1dec90dde8?pvs=21),relevant,,wikipedia.org  (https://www.notion.so/wikipedia-org-e3d64286bdb549248cfdba53a463a692?pvs=21),Wikimedia Foundation inc,complex,informatief,"community,informatie_primair_doel,user_generated_content,wiki",not_for_profit,NGO/Goede doelen site,Eén woord,no_ads,,,gebruikersplatform met kwaliteitsinformatie,1,1,,https://nl.wikipedia.org/,veel: 1..5 en 8..10! Dus 8 vd 10,Maarten Sprenger,Done,"November 3, 2023 10:02 PM",
Nee,Hollandse waterbuffel – Slagerij Versluis,6,https://slagerijversluis.nl/pages/waterbuffel,waterbuffel (https://www.notion.so/waterbuffel-1e5325f9bcc44fd3ad85e3e7f3ed96a7?pvs=21),niet_relevant,webshop_result_page,slagerijversluis.nl (https://www.notion.so/slagerijversluis-nl-d70e401af37444a88284c6e3573004c4?pvs=21),Slagerij Versluis (Van familiebedrijf tot online slager Versluis),nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Eén woord,company_promotion,,(Bijna) alleen shops op de query,alleen webshop,14,1,,https://slagerijversluis.nl/,-,Maarten Sprenger,Done,"November 3, 2023 9:05 PM",
Ja,"Hirohito | Biography, Full Name, World War II, Surrender, & Facts | Britannic",6,https://www.britannica.com/biography/Hirohito,hirohito (https://www.notion.so/hirohito-175a1a4527664c8cb6469d4e6128f0dd?pvs=21),niet_relevant,,britannica.com (https://www.notion.so/britannica-com-525e5bdb238548639b21b6386e5eaa7f?pvs=21),"Encyclopædia Britannica, Inc. Corporat",complex,informatief,"encyclopedie,infinite_scroll,informatie_primair_doel,paywall (geheel/gedeeltelijk)",commercieel,Uitgevers (educatief/literair),Eén woord,many_ads,Engels,,informatieproduct div. commercieel,9,1,,https://www.britannica.com/,-,Maarten Sprenger,Needs peer-review,"November 2, 2023 8:43 PM",
Just-in-case,Messi genoot van titanenstrijd met Ronaldo - Voetbal International,6,https://www.vi.nl/nieuws/messi-genoot-van-titanenstrijd-met-ronaldo,ronaldo (https://www.notion.so/ronaldo-0e9d22129bc04ca8b941ce2baf9605f7?pvs=21),relevant,,vi.nl (https://www.notion.so/vi-nl-a4fecd83022f4c9f92f28c4bdb70db91?pvs=21),Voetbal International,redelijk_begrijpelijk,informatief,"entertainment,journalistiek,nieuws,promotioneel",commercieel,Uitgevers (div. commercieel),Named entity,"online_kanspel_ads_2/24,over_the_top_ads",,,journalistiek informatieproduct,17,1,,https://www.vi.nl,-,Maarten Sprenger,Done,"November 2, 2023 8:00 PM",
Nee,"Paris Saint-Germain Fanshop | Trainingspakken, shirts & meer | Bij VoetbalDirect.nl",6,https://www.voetbaldirect.nl/clubs/paris_saint_germain_1,paris saint germain (https://www.notion.so/paris-saint-germain-1160e5f3d7f845ddae72c347344da1b6?pvs=21),niet_relevant,webshop_result_page,voetbaldirect.nl (https://www.notion.so/voetbaldirect-nl-64bc120865ce49608cf947ac488daca1?pvs=21),Passa Sports,nvt,transactional,webshop,commercieel,Winkels en bedrijven div,Named entity,company_promotion,,,alleen webshop,2,1,,https://www.voetbaldirect.nl/,-,Maarten Sprenger,Done,"November 2, 2023 4:33 PM",
Ja,Homepage | Low Emission Zone,6,https://lez.brussels/mytax/nl/,brussel (https://www.notion.so/brussel-132884d2b59f4047be5983a8a360a79a?pvs=21),niet_relevant,,lez.brussels/mytax (https://www.notion.so/lez-brussels-mytax-522d5886c77e4ae582595fb218524aff?pvs=21),Gewestelijke Overheidsdienst Brussel Fiscaliteit,redelijk_begrijpelijk,informatief,"informatie_primair_doel,overheidsinfo (of i.o.v.)",not_for_profit,Overheid (of i.o.v.),Eén woord,no_ads,,,overheidsinformatie (wetten/regels),6,1,,https://lez.brussels/mytax/nl/,-,Maarten Sprenger,Done,"November 1, 2023 1:30 PM",
Just-in-case,albums van de smurfen - Google Zoeken,6,https://www.google.nl/search?q=albums+van+de+smurfen&sca_esv=578451392&source=hp&ei=LCZCZa2GEZGci-gPgrGpmAs&iflsig=AO6bgOgAAAAAZUI0PDof-Lgp_rTkVu22VmquwHWgM2RC&ved=2ahUKEwjnqLnsyqKCAxULIMUKHczYBJwQw_oBegQIbxAC&uact=5&oq=De+smurfen&gs_lp=Egdnd3Mtd2l6IgpEZSBzbXVyZmVuMggQABiABBixAzIFEC4YgAQyBRAuGIAEMgUQLhiABDIFEC4YgAQyBRAuGIAEMgUQABiABDIFEAAYgAQyBRAAGIAEMgUQABiABEi0UVCQA1iQA3ABeACQAQCYATmgATmqAQExuAEDyAEA-AEC-AEBqAIA&sclient=gws-wiz&si=ALGXSlZ3l3Jx9a_NPwu6RtBYEvpbd0A6y-ql3nrmcN8bgQ-h2xiq1HRDK1A85KAjM4tFX-i7L129QVokMshsabt0eHYEhSY8JgShrR49YlYgb_M0LwAzdUwfdkPhutITat6AwmASvrGk&ictx=1,De smurfen (https://www.notion.so/De-smurfen-05eba1766e2c4cbdad0aa7966f31dce2?pvs=21),relevant,zoekmachine_facet_link,google.nl/com (https://www.notion.so/google-nl-com-7c0c28e0af774374ba7898b99657f780?pvs=21),Aphabet,nvt,navigational,"BigTech,zoekmachines",commercieel,BigTech,Named entity,many_ads,"lijkt een facet, maar is gewoon een query-reformulation",,informatieproduct div. commercieel,13,1,,https://www.google.com/,-,Maarten Sprenger,Almost completed,"November 1, 2023 11:57 AM",
Nee,Gratis woordenboek | Van Dale NEDERLAND,6,https://www.vandale.nl/gratis-woordenboek/nederlands/betekenis/leven,leven (https://www.notion.so/leven-02f3db3a11374250a2116c65c6d0975c?pvs=21),relevant,,vandale.nl (https://www.notion.so/vandale-nl-87218c57bef042bb8a19a09a8b7b9974?pvs=21),"Van Dale Uitgevers, Utrecht/Antwerpen",redelijk_begrijpelijk,informatief,"paywall (geheel/gedeeltelijk),webshop,woordenboek",commercieel,Uitgevers (educatief/literair),Named entity,"company_promotion,over_the_top_ads",,,informatieproduct div. commercieel,4,1,,https://www.vandale.nl/,-,Maarten Sprenger,Done,"October 31, 2023 10:29 AM",
Twijfel,Fairtrade Max Havelaar - Allesduurzaam,6,https://www.allesduurzaam.nl/keurmerken/keurmerken_item/t/fairtrade_max_havelaar,keurmerk max (https://www.notion.so/keurmerk-max-0b7073e594d347ad89a634d8d7f6a35d?pvs=21),relevant,,allesduurzaam.nl (https://www.notion.so/allesduurzaam-nl-bdbaae1bc20744438173a12452007aee?pvs=21),"Allesduurzaam.nl, Pear Online (hosting)",complex,informatief,"platform (algemeen/specifiek),webshop",commercieel,Online-bedrijven,2 of meer woorden,company_promotion,,,"aggregator/contentfarm,review/vergelijkings-sites,webshop/winkel+promotioneel deel",2,1,,https://www.allesduurzaam.nl/,-,Maarten Sprenger,Done,"October 30, 2023 9:48 AM",
